schema_name,table_name,column_id,column_name,data_type,max_length,precision,scale,is_nullable,default_definition,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column
dbo,LUT_InstallationType,3,Description,nvarchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_InstallationType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_InstallationType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_LocationMethodType,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_LocationMethodType,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_LocationMethodType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_LocationMethodType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MoistureType,2,TypeID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MoistureType,3,Description,nvarchar,40,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MoistureType,4,Code,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MoistureType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_MoistureType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MonitoringType,2,Value,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MonitoringType,3,Description,nvarchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_MonitoringType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_MonitoringType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_NationalGrids,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_NationalGrids,3,Description,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_NationalGrids,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_NationalGrids,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_OriginalGrid,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_OriginalGrid,3,Description,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_OriginalGrid,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_OriginalGrid,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PeizometerType,2,Value,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PeizometerType,3,Description,nvarchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PeizometerType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_PeizometerType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerItem,2,VALUE,varchar,50,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerItem,3,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerItem,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerItem,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerPipeType,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerPipeType,3,Description,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerPipeType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_PiezometerPipeType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ProfilingType,2,Value,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ProfilingType,3,Description,nvarchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ProfilingType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_ProfilingType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ReliabilityType,2,Value,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ReliabilityType,4,Description,nvarchar,40,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_ReliabilityType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_ReliabilityType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_RockStrengthType,2,StrengthID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_RockStrengthType,3,Abbreviation,nvarchar,16,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_RockStrengthType,4,Term,varchar,50,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_RockStrengthType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_RockStrengthType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SampleType,2,Value,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SampleType,3,Description,nvarchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SampleType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_SampleType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SampleType,6,Label,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SptType,2,Value,nvarchar,2,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SptType,3,Description,nvarchar,40,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_SptType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_SptType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_Status,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_Status,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_Status,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_Status,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_TerminationType,2,TypeID,varchar,20,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_TerminationType,3,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_TerminationType,4,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_TerminationType,5,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_TerminationType,6,Label,varchar,255,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_USCType,2,TypeID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_USCType,3,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_USCType,4,Type,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_USCType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_USCType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_VaneType,2,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_VaneType,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_VaneType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_VaneType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WaterType,2,TypeID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WaterType,3,Code,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WaterType,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WaterType,5,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_WaterType,6,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,2,GradeID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,4,Abbreviation,varchar,5,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,5,Term,varchar,100,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,6,Grade,varchar,8,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,7,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,LUT_WeatheringType,8,ID,int,4,10,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Machine,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Machine,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Machine__clnt,dbo,_clnt,CLNT_ID
dbo,Machine,3,VALUE,nvarchar,60,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Machine,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Machine,5,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIAL,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,MATERIAL,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_MATERIAL_PROJECT,dbo,PROJECT,CLNT_ID
dbo,MATERIAL,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_MATERIAL_PROJECT,dbo,PROJECT,PROJ_ID
dbo,MATERIAL,4,MATERIAL_ID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIAL,5,Color,int,4,10,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIAL,6,Description,nvarchar,500,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIAL,7,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIAL,8,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALX,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,MATERIALX,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_MATERIALX__clnt,dbo,_clnt,CLNT_ID
dbo,MATERIALX,3,MATERIALX_ID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALX,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALX,5,Color,int,4,10,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALX,6,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALXX,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,MATERIALXX,2,MATERIALXX_ID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALXX,3,Color,int,4,10,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALXX,4,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MATERIALXX,5,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_MATERIALXX__clnt,dbo,_clnt,CLNT_ID
dbo,MATERIALXX,6,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Measurements,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Measurements,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Measurements_CPT_Cones,dbo,CPT_Cones,CLNT_ID
dbo,Measurements,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Measurements_SiteRecords,dbo,SiteRecords,CLNT_ID
dbo,Measurements,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_Measurements_SiteRecords,dbo,SiteRecords,PROJ_ID
dbo,Measurements,4,DATE,datetime,8,23,3,0,NULL,0,FK_Measurements_SiteRecords,dbo,SiteRecords,DATE
dbo,Measurements,5,RIG,nvarchar,40,0,0,0,NULL,0,FK_Measurements_SiteRecords,dbo,SiteRecords,RIG
dbo,Measurements,6,CONE_REFERENCE,nvarchar,40,0,0,0,NULL,0,FK_Measurements_CPT_Cones,dbo,CPT_Cones,VALUE
dbo,Measurements,7,Tip,decimal,5,4,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Measurements,8,Sleeve,decimal,5,4,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Measurements,9,TipReplaced,bit,1,1,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Measurements,10,SleeveReplaced,bit,1,1,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Measurements,11,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,MoistureContent,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN_SAMPLEID,dbo,SPECIMEN,CLNT_ID
dbo,MoistureContent,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,CLNT_ID
dbo,MoistureContent,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN_SAMPLEID,dbo,SPECIMEN,PROJ_ID
dbo,MoistureContent,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,PROJ_ID
dbo,MoistureContent,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,POINT_ID
dbo,MoistureContent,5,SAMPLE_TOP,decimal,5,5,2,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,SAMPLE_TOP
dbo,MoistureContent,6,SAMPLE_REFERENCE,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,SAMPLE_REFERENCE
dbo,MoistureContent,7,SAMPLE_TYPE,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,SAMPLE_TYPE
dbo,MoistureContent,8,SPECIMEN_TOP,decimal,5,5,2,0,NULL,0,FK_MoistureContent_SPECIMEN_SAMPLEID,dbo,SPECIMEN,SPECIMEN_TOP
dbo,MoistureContent,8,SPECIMEN_TOP,decimal,5,5,2,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,SPECIMEN_TOP
dbo,MoistureContent,9,SPECIMEN_REFERENCE,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN_SAMPLEID,dbo,SPECIMEN,SPECIMEN_REFERENCE
dbo,MoistureContent,9,SPECIMEN_REFERENCE,nvarchar,40,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN,dbo,SPECIMEN,SPECIMEN_REFERENCE
dbo,MoistureContent,11,MC,decimal,5,4,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,12,Temperature,int,4,10,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,13,PercStabiliser,decimal,5,4,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,14,TypeStabiliser,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,15,IsNaturalMC,bit,1,1,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,16,Comment,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,17,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,18,Method,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,19,Laboratory,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,20,AccreditingBody,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,21,Status,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,22,Description,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,23,Preparation,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,MoistureContent,24,SAMPLE_ID,nvarchar,72,0,0,0,NULL,0,FK_MoistureContent_SPECIMEN_SAMPLEID,dbo,SPECIMEN,SAMPLE_ID
dbo,MoistureContent,25,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Office,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Office__clnt,dbo,_clnt,CLNT_ID
dbo,Office,3,VALUE,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,6,Details1,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,7,Details2,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,8,Details3,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,9,Logo,varbinary,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Office,10,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Permeability,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Permeability,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Permeability_POINT,dbo,POINT,CLNT_ID
dbo,Permeability,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_Permeability_POINT,dbo,POINT,PROJ_ID
dbo,Permeability,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,FK_Permeability_POINT,dbo,POINT,POINT_ID
dbo,Permeability,5,TOP,decimal,5,6,2,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Permeability,6,BASE,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Permeability,7,OVERRIDE,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Permeability,8,DESCRIPTION,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Permeability,9,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_Piezometers_INST_POINT,dbo,POINT,CLNT_ID
dbo,Piezometers_INST,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_INST_POINT,dbo,POINT,PROJ_ID
dbo,Piezometers_INST,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_INST_POINT,dbo,POINT,POINT_ID
dbo,Piezometers_INST,5,ITEM,varchar,50,0,0,0,NULL,0,FK_Piezometers_INST_LUT_PiezometerItem,dbo,LUT_PiezometerItem,VALUE
dbo,Piezometers_INST,6,Type,nvarchar,40,0,0,1,NULL,0,FK_Piezometers_INST_LUT_PeizometerType,dbo,LUT_PeizometerType,Value
dbo,Piezometers_INST,7,ResponseTop,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,8,ResponseBase,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,9,MaxLevel,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,10,MinLevel,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,11,AvgLevel,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,12,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,13,Date,datetime,8,23,3,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_INST,14,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_PIPE_Piezometers_INST,dbo,Piezometers_INST,CLNT_ID
dbo,Piezometers_PIPE,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_PIPE_Piezometers_INST,dbo,Piezometers_INST,PROJ_ID
dbo,Piezometers_PIPE,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_PIPE_Piezometers_INST,dbo,Piezometers_INST,POINT_ID
dbo,Piezometers_PIPE,5,ITEM,varchar,50,0,0,1,NULL,0,FK_Piezometers_PIPE_Piezometers_INST,dbo,Piezometers_INST,ITEM
dbo,Piezometers_PIPE,6,TOP,decimal,5,5,2,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,7,BASE,decimal,5,5,2,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,8,Type,nvarchar,40,0,0,1,NULL,0,FK_Piezometers_PIPE_LUT_PiezometerPipeType,dbo,LUT_PiezometerPipeType,VALUE
dbo,Piezometers_PIPE,9,Diameter,int,4,10,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,10,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,11,Construction,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,12,FilterSock,bit,1,1,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,13,Override,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_PIPE,14,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,2,CLNT_ID,nvarchar,40,0,0,1,NULL,0,FK_Piezometers_RDNG_Piezometers_INST,dbo,Piezometers_INST,CLNT_ID
dbo,Piezometers_RDNG,3,PROJ_ID,nvarchar,40,0,0,1,NULL,0,FK_Piezometers_RDNG_Piezometers_INST,dbo,Piezometers_INST,PROJ_ID
dbo,Piezometers_RDNG,4,POINT_ID,nvarchar,40,0,0,1,NULL,0,FK_Piezometers_RDNG_Piezometers_INST,dbo,Piezometers_INST,POINT_ID
dbo,Piezometers_RDNG,5,ITEM,varchar,50,0,0,1,NULL,0,FK_Piezometers_RDNG_Piezometers_INST,dbo,Piezometers_INST,ITEM
dbo,Piezometers_RDNG,6,DATETIME,datetime,8,23,3,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,7,Level,decimal,5,5,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,8,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,9,Dry,bit,1,1,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,10,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_RDNG,11,Override,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,2,CLNT_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_VIBE_Piezometers_INST,dbo,Piezometers_INST,CLNT_ID
dbo,Piezometers_VIBE,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_VIBE_Piezometers_INST,dbo,Piezometers_INST,PROJ_ID
dbo,Piezometers_VIBE,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,FK_Piezometers_VIBE_Piezometers_INST,dbo,Piezometers_INST,POINT_ID
dbo,Piezometers_VIBE,5,ITEM,varchar,50,0,0,0,NULL,0,FK_Piezometers_VIBE_Piezometers_INST,dbo,Piezometers_INST,ITEM
dbo,Piezometers_VIBE,6,TOP,decimal,5,6,2,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,7,InstrumentID,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,8,InstrumentSN,varchar,20,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,9,Remarks,varchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,10,Override,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,11,rts,timestamp,8,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,Piezometers_VIBE,12,OtherInstrument,nvarchar,-1,0,0,1,NULL,0,NULL,NULL,NULL,NULL
dbo,POINT,1,GEO_ID,uniqueidentifier,16,0,0,0,(newid()),1,NULL,NULL,NULL,NULL
dbo,POINT,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_POINT_Contractors,dbo,Contractors,CLNT_ID
dbo,POINT,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_POINT_Rig,dbo,Rig,CLNT_ID
dbo,POINT,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_POINT_Grids,dbo,Grids,CLNT_ID
dbo,POINT,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_POINT_PROJECT,dbo,PROJECT,CLNT_ID
dbo,POINT,2,CLNT_ID,nvarchar,40,0,0,0,('Default'),0,FK_POINT_DrillerLookup,dbo,DrillerLookup,CLNT_ID
dbo,POINT,3,PROJ_ID,nvarchar,40,0,0,0,NULL,0,FK_POINT_PROJECT,dbo,PROJECT,PROJ_ID
dbo,POINT,4,POINT_ID,nvarchar,40,0,0,0,NULL,0,NULL,NULL,NULL,NULL
dbo,POINT,5,HoleDepth,decimal,5,6,2,1,NULL,0,NULL,NULL,NULL,NULL
dbo,POINT,6,North,decimal,9,10,2,1,NULL,0,NULL,NULL,NULL,NULL
